n,time
1874,1.288191
1875,1.271923
1876,1.269668
1877,1.282208
1878,1.46726
1879,1.271676
1880,1.282427
1881,1.276937
1882,1.281993
1883,1.506544
1884,1.284235
1885,1.272515
1886,1.297217
1887,1.286106
1888,1.287968
1889,1.549526
1890,1.301828
1891,1.28575
1892,1.285523
1893,1.288356
1894,1.603635
1895,1.343779
1896,1.282559
1897,1.29634
1898,1.293512
1899,1.477851
1900,1.376094
1901,1.311237
1902,1.287026
1903,1.302778
1904,1.586149
1905,1.4077
1906,1.314865
1907,1.290933
1908,1.294441
1909,1.466193
1910,1.286578
1911,1.292552
1912,1.294892
1913,1.291996
1914,1.460616
1915,1.314764
1916,1.294276
1917,1.301307
1918,1.30168
1919,1.307009
1920,1.555146
1921,1.315566
1922,1.30564
1923,1.30694
1924,1.308803
1925,1.489741
1926,1.334421
1927,1.323259
1928,1.332716
1929,1.345449
1930,1.602635
1931,1.355023
1932,1.309825
1933,1.317825
1934,1.314427
1935,1.463254
1936,1.320853
1937,1.315233
1938,1.308022
1939,1.316864
1940,1.555358
1941,1.31983
1942,1.334123
1943,1.319085
1944,1.326997
1945,1.507564
1946,1.310095
1947,1.318026
1948,1.334892
1949,1.319224
1950,1.485781
1951,1.338212
1952,1.317418
1953,1.327418
1954,1.328091
1955,1.491809
1956,1.444562
1957,1.330674
1958,1.326653
1959,1.327357
1960,1.590985
1961,1.436621
1962,1.349831
1963,1.331716
1964,1.332223
1965,1.644497
1966,1.435226
1967,1.333599
1968,1.354787
1969,1.332403
1970,1.514541
1971,1.467525
1972,1.328138
1973,1.349582
1974,1.341421
1975,1.575112
1976,1.477994
1977,1.333331
1978,1.343035
1979,1.353338
1980,1.503555
1981,1.336563
1982,1.352486
1983,1.351243
1984,1.346264
1985,1.517175
1986,1.363816
1987,1.340774
1988,1.36012
1989,1.348933
1990,1.518465
1991,1.356617
1992,1.34493
1993,1.356003
1994,1.355618
1995,1.580669
1996,1.358977
1997,1.347074
1998,1.35741
1999,1.360074
2000,1.664232
2001,1.418184
2002,1.380346
2003,1.358213
2004,1.360362
2005,1.648711
2006,1.421809
2007,1.377434
2008,1.36602
2009,1.371434
2010,1.51992
2011,1.363725
2012,1.364347
2013,1.371608
2014,1.368873
2015,1.528193
2016,1.376972
2017,1.369884
2018,1.373027
2019,1.577553
2020,1.424304
2021,1.424531
2022,1.423717
2023,1.410489
2024,1.584481
2025,1.460456
2026,1.412043
2027,1.422389
2028,1.432711
2029,1.534146
2030,1.446926
2031,1.419153
2032,1.409687
2033,1.426498
2034,1.637075
2035,1.499123
2036,1.418812
2037,1.414845
2038,1.435106
2039,1.680573
2040,1.396344
2041,1.403444
2042,1.407036
2043,1.390507
2044,1.739632
2045,1.423049
2046,1.448368
2047,1.424836
2048,1.615482
2049,1.476023
2050,1.400419
2051,1.400418
2052,1.403114
2053,1.551593
2054,1.406972
2055,1.391554
2056,1.394282
2057,1.394161
2058,1.591795
2059,1.478811
2060,1.411385
2061,1.393851
2062,1.399591
2063,1.772063
2064,1.437619
2065,1.424285
2066,1.402693
2067,1.402262
2068,1.858374
2069,1.395319
2070,1.408525
2071,1.41373
2072,1.564022
2073,1.560204
2074,1.408169
2075,1.400769
2076,1.420883
2077,1.656973
2078,1.52106
2079,1.423071
2080,1.405392
2081,1.421804
2082,1.581302
2083,1.407077
2084,1.467239
2085,1.433551
2086,1.420412
2087,1.675265
2088,1.438864
2089,1.416855
2090,1.427409
2091,1.654794
2092,1.447214
2093,1.424881
2094,1.420486
2095,1.470768
2096,1.711999
2097,1.417194
2098,1.423685
2099,1.433277
2100,1.43055
2101,1.66458
2102,1.422782
2103,1.452009
2104,1.429545
2105,1.566684
2106,1.46623
2107,1.429703
2108,1.444276
2109,1.433894
2110,1.629817
2111,1.553095
2112,1.436425
2113,1.435864
2114,1.453276
2115,1.670125
2116,1.513353
2117,1.485714
2118,1.454636
2119,1.635618
2120,1.599589
2121,1.438605
2122,1.464307
2123,1.452563
2124,1.732979
2125,1.538836
2126,1.439814
2127,1.445344
2128,1.447937
2129,1.682008
2130,1.499951
2131,1.446728
2132,1.442759
2133,1.724686
2134,1.581373
2135,1.465457
2136,1.453954
2137,1.461995
2138,1.68345
2139,1.549872
2140,1.517432
2141,1.465858
2142,1.457319
2143,1.679048
2144,1.45688
2145,1.48126
2146,1.452475
2147,1.639034
2148,1.473071
2149,1.459874
2150,1.46892
2151,1.483251
2152,1.773649
2153,1.556557
2154,1.466499
2155,1.476401
2156,1.751727
2157,1.465154
2158,1.48545
2159,1.461297
2160,1.464689
2161,1.664034
2162,1.46759
2163,1.525316
2164,1.474583
2165,1.478211
2166,1.746811
2167,1.475334
2168,1.472352
2169,1.482181
2170,1.688341
2171,1.48378
2172,1.489522
2173,1.473326
2174,1.487732
2175,1.81449
2176,1.525416
2177,1.476684
2178,1.472653
2179,1.811559
2180,1.579206
2181,1.497064
2182,1.479157
2183,1.483797
2184,1.885364
2185,1.51381
2186,1.55851
2187,1.548018
2188,1.805767
2189,1.558519
2190,1.501908
2191,1.499519
2192,1.511939
2193,1.65847
2194,1.514435
2195,1.552303
2196,1.503533
2197,1.810483
2198,1.558676
2199,1.526749
2200,1.494773
2201,1.504812
2202,1.675045
2203,1.49404
2204,1.515242
2205,1.503321
2206,1.698906
2207,1.50407
2208,1.499661
2209,1.506887
2210,1.497788
2211,1.724612
2212,1.513588
2213,1.498519
2214,1.509193
2215,1.685945
2216,1.498279
2217,1.517895
2218,1.510005
2219,1.517704
2220,1.69284
2221,1.535789
2222,1.515492
2223,1.507112
2224,1.749763
2225,1.524853
2226,1.508904
2227,1.50775
2228,1.518876
2229,1.746849
2230,1.53005
2231,1.516803
2232,1.511605
2233,1.789833
2234,1.548527
2235,1.537784
2236,1.518594
2237,1.68606
2238,1.64227
2239,1.515623
2240,1.539413
2241,1.518378
2242,1.874597
2243,1.549805
2244,1.525314
2245,1.531321
2246,1.749924
2247,1.650298
2248,1.520553
2249,1.524005
2250,1.531371
2251,1.874475
2252,1.570364
2253,1.532541
2254,1.519707
2255,1.729444
2256,1.609444
2257,1.556786
2258,1.529397
2259,1.690297
2260,1.541747
2261,1.529746
2262,1.53292
2263,1.538471
2264,1.831862
2265,1.648685
2266,1.564616
2267,1.577839
2268,1.71913
2269,1.646864
2270,1.55994
2271,1.535686
2272,1.765083
2273,1.583292
2274,1.548453
2275,1.559283
2276,1.543677
2277,1.700118
2278,1.537156
2279,1.553887
2280,1.57303
2281,1.832518
2282,1.598149
2283,1.542929
2284,1.570765
2285,1.777407
2286,1.556625
2287,1.561074
2288,1.558524
2289,1.552855
2290,1.727112
2291,1.555427
2292,1.5785
2293,1.554869
2294,1.757518
2295,1.679803
2296,1.603208
2297,1.599747
2298,1.718919
2299,1.715495
2300,1.552927
2301,1.561109
2302,1.596652
2303,1.905262
2304,1.602383
2305,1.558237
2306,1.561161
2307,1.817576
2308,1.636707
2309,1.5807
2310,1.560598
2311,1.818515
2312,1.692046
2313,1.562526
2314,1.575437
2315,1.574626
2316,1.85625
2317,1.580741
2318,1.570403
2319,1.577201
2320,1.760063
2321,1.629703
2322,1.568742
2323,1.573089
2324,1.721508
2325,1.567447
2326,1.592733
2327,1.59198
2328,1.75
2329,1.591959
2330,1.576094
2331,1.581153
2332,1.585313
2333,1.86474
2334,1.576352
2335,1.5817
2336,1.590255
2337,1.727134
2338,1.596637
2339,1.590818
2340,1.585528
2341,1.799612
2342,1.686556
2343,1.612632
2344,1.592582
2345,1.718039
2346,1.719302
2347,1.587317
2348,1.603627
2349,1.597836
2350,1.875374
2351,1.609716
2352,1.590786
2353,1.606903
2354,1.793867
2355,1.643681
2356,1.603794
2357,1.597909
2358,1.774489
2359,1.589886
2360,1.613409
2361,1.60037
2362,1.813006
2363,1.660236
2364,1.646839
2365,1.652965
2366,1.802098
2367,1.653755
2368,1.601447
2369,1.622776
2370,1.667238
2371,1.821586
2372,1.664746
2373,1.665861
2374,1.674661
2375,1.884666
2376,1.637633
2377,1.629144
2378,1.617655
2379,1.928479
2380,1.615989
2381,1.644785
2382,1.609693
2383,1.916598
2384,1.679335
2385,1.611382
2386,1.632267
2387,1.896882
2388,1.730647
2389,1.649554
2390,1.664803
2391,1.781235
2392,1.621308
2393,1.640547
2394,1.624893
2395,1.812776
2396,1.762811
2397,1.62024
2398,1.632111
2399,1.648718
2400,1.939608
2401,1.634047
2402,1.631152
2403,1.632628
2404,2.008961
2405,1.665968
2406,1.629012
2407,1.639853
2408,1.959069
2409,1.694577
2410,1.646592
2411,1.633673
2412,1.864215
2413,1.695648
2414,1.652568
2415,1.646161
2416,1.922392
2417,1.711666
2418,1.641611
2419,1.641179
2420,1.822128
2421,1.762946
2422,1.637073
2423,1.641865
2424,1.877448
2425,1.764877
2426,1.664016
2427,1.647988
2428,1.82815
2429,1.773996
2430,1.656668
2431,1.655278
2432,1.818533
2433,1.66911
2434,1.658587
2435,1.658139
2436,1.89599
2437,1.665793
2438,1.651691
2439,1.661913
2440,1.66946
2441,1.88823
2442,1.674427
2443,1.66276
2444,1.674125
2445,1.8132
2446,1.655768
2447,1.677348
2448,1.660981
2449,2.08982
2450,1.658822
2451,1.689865
2452,1.665155
2453,2.058735
2454,1.660912
2455,1.666795
2456,1.669197
2457,2.036265
2458,1.689254
2459,1.662387
2460,1.689313
2461,1.907894
2462,1.701922
2463,1.702138
2464,1.678538
2465,1.858389
2466,1.679894
2467,1.691967
2468,1.682077
2469,2.041349
2470,1.698488
2471,1.679517
2472,1.684646
2473,2.060217
2474,1.722439
2475,1.67944
2476,1.692558
2477,1.908239
2478,1.70411
2479,1.68355
2480,1.710334
2481,2.012777
2482,1.715449
2483,1.700226
2484,1.685459
2485,2.05804
2486,1.754145
2487,1.744564
2488,1.735168
2489,1.855673
2490,1.691954
2491,1.703751
2492,1.695917
2493,2.107416
2494,1.706841
2495,1.6897
2496,1.709176
2497,2.083492
2498,1.706333
2499,1.706023
2500,1.708965
2501,1.895901
2502,1.706368
2503,1.721767
2504,1.710525
2505,2.10341
2506,1.69373
2507,1.69663
2508,1.701501
2509,2.044193
2510,1.718577
2511,1.70584
2512,1.73752
2513,1.882754
2514,1.725016
2515,1.709233
2516,1.715141
2517,1.983058
2518,1.713685
2519,1.760186
2520,1.810253
2521,1.861396
2522,1.723651
2523,1.717188
2524,1.855109
2525,1.716365
2526,1.708181
2527,1.715137
2528,1.842887
2529,1.707348
2530,1.741233
2531,1.783759
2532,1.847492
2533,1.766004
2534,1.802656
2535,1.781108
2536,2.000923
2537,1.719333
2538,1.725993
2539,1.845977
2540,1.93778
2541,1.735153
2542,1.770279
2543,1.825217
2544,1.968746
2545,1.772771
2546,1.763356
2547,1.776073
2548,1.90788
2549,1.776316
2550,1.809491
2551,1.763051
2552,1.863125
2553,1.808489
2554,1.773843
2555,1.782589
2556,1.880959
2557,1.735268
2558,1.765396
2559,1.781433
2560,1.899684
2561,1.758465
2562,1.743329
2563,1.947923
2564,1.737863
2565,1.748732
2566,1.814136
2567,1.940237
2568,1.852951
2569,1.759815
2570,1.781806
2571,1.917897
2572,1.762856
2573,1.749632
2574,1.754954
2575,2.153915
2576,1.828997
2577,1.754825
2578,1.752864
2579,1.958434
2580,1.755623
2581,1.753526
2582,1.749007
2583,2.013986
2584,1.782543
2585,1.763505
2586,1.897048
2587,1.935611
2588,1.754471
2589,1.76531
2590,1.981897
2591,1.902708
2592,1.759391
2593,1.758479
2594,2.005568
2595,1.75832
2596,1.777857
2597,1.794631
2598,2.000505
2599,1.835238
2600,1.789844
2601,1.764234
2602,2.102651
2603,1.808637
2604,1.766032
2605,1.778411
2606,2.1328
2607,1.771588
2608,1.781914
2609,2.001926
2610,1.891634
2611,1.790678
2612,1.763851
2613,1.9623
2614,1.904691
2615,1.797296
2616,1.784183
2617,1.970153
2618,1.774072
2619,1.794321
2620,1.794143
2621,2.012033
2622,1.806238
2623,1.782577
2624,1.785938
2625,2.0051
2626,1.797818
2627,1.782534
2628,1.942779
2629,1.77152
2630,1.80523
2631,1.78359
2632,2.007433
2633,1.798666
2634,1.802534
2635,1.794009
2636,2.139459
2637,1.807476
2638,1.784472
2639,1.791682
2640,2.155255
2641,1.804572
2642,1.791343
2643,1.962453
2644,1.928182
2645,1.840211
2646,1.803906
2647,2.052615
2648,1.865277
2649,1.810566
2650,1.797126
2651,1.969281
2652,1.794999
2653,1.801208
2654,1.800328
2655,1.93867
2656,1.816027
2657,1.803556
2658,1.935193
2659,1.79737
2660,1.815689
2661,1.807631
2662,2.014779
2663,1.854708
2664,1.861469
2665,1.86841
2666,2.086399
2667,1.873489
2668,1.870597
2669,1.857647
2670,2.044212
2671,1.860831
2672,1.864895
2673,2.137373
2674,1.913482
2675,1.871515
2676,1.885463
2677,2.04195
2678,1.891034
2679,1.840547
2680,1.821263
2681,1.985698
2682,1.817464
2683,1.831704
2684,2.051909
2685,1.830112
2686,1.819296
2687,1.82316
2688,1.97416
2689,1.835524
2690,1.819639
2691,1.827825
2692,2.10516
2693,1.851014
2694,1.848102
2695,1.953491
2696,2.048398
2697,1.939243
2698,1.948355
2699,2.063429
2700,1.921856
2701,1.893202
2702,1.891504
2703,1.99345
2704,1.857237
2705,1.842737
2706,1.850204
2707,2.121451
2708,1.856028
2709,1.849664
2710,2.018812
2711,1.835029
2712,1.874914
2713,1.84427
2714,2.179636
2715,1.850673
2716,1.850177
2717,1.844256
2718,2.107397
2719,1.85941
2720,1.845368
2721,2.12921
2722,1.963309
2723,1.859976
2724,1.868586
2725,2.147784
2726,1.840455
2727,1.891918
2728,2.011742
2729,1.869248
2730,1.856273
2731,1.849888
2732,2.072141
2733,1.987733
2734,1.89197
2735,1.881271
2736,2.198925
2737,1.882801
2738,1.855435
2739,2.040349
2740,2.017991
2741,1.91812
2742,1.866561
2743,2.057244
2744,1.867554
2745,1.889924
2746,1.880592
2747,2.067597
2748,1.868716
2749,1.888276
2750,2.131151
2751,2.058582
2752,1.91086
2753,1.882549
2754,2.11643
2755,1.944957
2756,1.925028
2757,2.143557
2758,2.038063
2759,1.882011
2760,1.873056
2761,2.092007
2762,1.937241
2763,1.889639
2764,1.889681
2765,2.151038
2766,1.875991
2767,1.879154
2768,2.040717
2769,1.888459
2770,1.879978
2771,1.881434
2772,2.247769
2773,1.936673
2774,1.885677
2775,2.114777
2776,2.009889
2777,1.892058
2778,1.889673
2779,2.220705
2780,1.955125
2781,1.891772
2782,1.898186
2783,2.317037
2784,1.889691
2785,1.902669
2786,2.193356
2787,1.962608
2788,1.897852
2789,1.902503
2790,2.267686
2791,1.912685
2792,1.89405
2793,2.066093
2794,1.89058
2795,1.900452
2796,1.902645
2797,2.326694
2798,1.9665
2799,1.96769
2800,2.194012
2801,1.952524
2802,1.908921
2803,1.940683
2804,2.225127
2805,1.981686
2806,1.96089
2807,2.186694
2808,1.936321
2809,1.929721
2810,1.914863
2811,2.069759
2812,1.904211
2813,1.908512
2814,2.046136
2815,2.089847
2816,1.910973
2817,1.930148
2818,2.05387
2819,1.922227
2820,1.910606
2821,1.928499
2822,2.236967
2823,1.930404
2824,1.913577
2825,2.079695
2826,1.91379
2827,1.918743
2828,1.921119
2829,2.034933
2830,1.914572
2831,1.924634
2832,2.085819
2833,1.911272
2834,1.934959
2835,1.940638
2836,2.162622
2837,1.983777
2838,1.945653
2839,2.051292
2840,1.931052
2841,1.928202
2842,1.963269
2843,2.315572
2844,1.935388
2845,1.935562
2846,2.162834
2847,1.946638
2848,1.932328
2849,1.941887
2850,2.294136
2851,1.946863
2852,1.937899
2853,2.092739
2854,1.931237
2855,1.949487
2856,2.038113
2857,2.344282
2858,1.978937
2859,1.978454
2860,2.168208
2861,2.010799
2862,1.983665
2863,2.128044
2864,2.039923
2865,1.962026
2866,1.957142
2867,2.218224
2868,1.971767
2869,1.973198
2870,6.094377
2871,1.983352
2872,1.962095
2873,1.967648
2874,2.232181
2875,2.010271
2876,1.96816
2877,2.121559
2878,2.083283
2879,1.98005
2880,1.966982
2881,2.352003
2882,1.961849
2883,1.973687
2884,2.135285
2885,2.098769
2886,1.986204
2887,2.008155
2888,2.3693
2889,2.019103
2890,2.040334
2891,2.288681
2892,2.027957
2893,1.978508
2894,1.974141
2895,2.327593
2896,1.98596
2897,1.974859
2898,2.161182
2899,1.991735
2900,1.993085
2901,2.134395
2902,2.003581
2903,1.977947
2904,1.984298
2905,2.38021
2906,1.996836
2907,1.974783
2908,2.237089
2909,2.057988
2910,2.005465
2911,1.987218
2912,2.34333
2913,2.059641
2914,2.034246
2915,2.169976
2916,1.982284
2917,2.000759
2918,1.984236
2919,2.227436
2920,1.979297
2921,2.009782
2922,2.37605
2923,2.009428
2924,1.988266
2925,2.327336
2926,2.084087
2927,2.019661
2928,2.005303
2929,2.146784
2930,1.991664
2931,2.022586
2932,2.242813
2933,2.054979
2934,1.997084
2935,2.134392
2936,2.179038
2937,2.004478
2938,2.004856
2939,2.373403
2940,2.009178
2941,2.008105
2942,2.185314
2943,2.094213
2944,2.017163
2945,2.003327
2946,2.226053
2947,2.001269
2948,2.018302
2949,2.160607
2950,2.011916
2951,2.000567
2952,2.196822
2953,2.130573
2954,2.017967
2955,2.027334
2956,2.27123
2957,2.045527
2958,2.019093
2959,2.252736
2960,2.110426
2961,2.017723
2962,2.205576
2963,2.101913
2964,2.07041
2965,2.097698
2966,2.158488
2967,2.035319
2968,2.014623
2969,2.162124
2970,2.090522
2971,2.111201
2972,2.10284
2973,2.349388
2974,2.086257
2975,2.090733
2976,2.33034
2977,2.110524
2978,2.08999
2979,2.237498
2980,2.045347
2981,2.034467
2982,2.032489
2983,2.388917
2984,2.040467
2985,2.022608
2986,2.312329
2987,2.163022
2988,2.092942
2989,2.37251
2990,2.068514
2991,2.054885
2992,2.037417
2993,2.236094
2994,2.035501
2995,2.044706
2996,2.444798
2997,2.052921
2998,2.034648
2999,2.22815
3000,2.147107
3001,2.117815
3002,2.241362
3003,2.182163
3004,2.060999
3005,2.047046
3006,2.368553
3007,2.036331
3008,2.069046
3009,2.391456
3010,2.088679
3011,2.051079
3012,2.224499
3013,2.183805
3014,2.043163
3015,2.055961
3016,2.492072
3017,2.078544
3018,2.053562
3019,2.220379
3020,2.045282
3021,2.068129
3022,2.229571
3023,2.186048
3024,2.059688
3025,2.072524
3026,2.38934
3027,2.0627
3028,2.066587
3029,2.241839
3030,2.090023
3031,2.061524
3032,2.23022
3033,2.058296
3034,2.074013
3035,2.300356
3036,2.240952
3037,2.085462
3038,2.080206
3039,2.209266
3040,2.110808
3041,2.099717
3042,2.213787
3043,2.085183
3044,2.077203
3045,2.330539
3046,2.19265
3047,2.100244
3048,2.068869
3049,2.490324
3050,2.096347
3051,2.096798
3052,2.498999
3053,2.086163
3054,2.073881
3055,2.314877
3056,2.157135
3057,2.081544
3058,2.313648
3059,2.200635
3060,2.107528
3061,2.083952
3062,2.374109
3063,2.108118
3064,2.082729
3065,2.460704
3066,2.084274
3067,2.088849
3068,2.30145
3069,2.147033
3070,2.086433
3071,2.280117
3072,2.103924
3073,2.091414
3074,2.094697
3075,2.437064
3076,2.163057
3077,2.091727
3078,2.473027
3079,2.093617
3080,2.114118
3081,2.470848
3082,2.119689
3083,2.095741
3084,2.304316
3085,2.220424
3086,2.108738
3087,2.382885
3088,2.237183
3089,2.112564
3090,2.111308
3091,2.253044
3092,2.115791
3093,2.104928
3094,2.531712
3095,2.1038
3096,2.116218
3097,2.451626
3098,2.154955
3099,2.114568
3100,2.320301
3101,2.217259
3102,2.107639
3103,2.114864
3104,2.390001
3105,2.127137
3106,2.112455
3107,2.414355
3108,2.161782
3109,2.115359
3110,2.421209
3111,2.111876
3112,2.125576
3113,2.443653
3114,2.185901
3115,2.111557
3116,2.296794
3117,2.244607
3118,2.12183
3119,2.125908
3120,2.490564
3121,2.151244
3122,2.128127
3123,2.294726
3124,2.122601
3125,2.145214
3126,2.505343
3127,2.114763
3128,2.133596
3129,2.441487
3130,2.238236
3131,2.19628
3132,2.354571
3133,2.149054
3134,2.232854
3135,2.435451
3136,2.177522
3137,2.186623
3138,2.185865
3139,2.523262
3140,2.163721
3141,2.163811
3142,2.341608
3143,2.137719
3144,2.146901
3145,2.383093
3146,2.16702
3147,2.154162
3148,2.347061
3149,2.146127
3150,2.162429
3151,2.397538
3152,2.132157
3153,2.174246
3154,2.305232
3155,2.154017
3156,2.146095
3157,2.15403
3158,2.292204
3159,2.158718
3160,2.15104
3161,2.521889
3162,2.201973
3163,2.167071
3164,2.311277
3165,2.148502
3166,2.183883
3167,2.481223
3168,2.201887
3169,2.157059
3170,2.49083
3171,2.255563
3172,2.164019
3173,2.348088
3174,2.278693
3175,2.153938
3176,2.363696
3177,2.297214
3178,2.181101
3179,2.160386
3180,2.459672
3181,2.159028
3182,2.228663
3183,2.550623
3184,2.225036
3185,2.181248
3186,2.384382
3187,2.184054
3188,2.178036
3189,2.325005
3190,2.198839
3191,2.185414
3192,2.368958
3193,2.172885
3194,2.190307
3195,2.423187
3196,2.286256
3197,2.174971
3198,2.341362
3199,2.200418
3200,2.170587
3201,2.334405
3202,2.164098
3203,2.211061
3204,2.195295
3205,2.570459
3206,2.191687
3207,2.203373
3208,2.527833
3209,2.226796
3210,2.21679
3211,2.428952
3212,2.189304
3213,2.206462
3214,2.594417
3215,2.205217
3216,2.183153
3217,2.465184
3218,2.265
3219,2.207648
3220,2.451442
3221,2.236362
3222,2.202627
3223,2.573248
3224,2.248248
3225,2.208621
3226,2.448107
3227,2.283316
3228,2.194494
3229,2.447242
3230,2.313995
3231,2.19764
3232,2.496543
3233,2.279733
3234,2.221874
3235,2.370028
3236,2.336404
3237,2.207064
3238,2.204705
3239,2.368446
3240,2.204088
3241,2.207695
3242,2.561542
3243,2.210574
3244,2.209822
3245,2.487858
3246,2.222433
3247,2.205847
3248,2.592416
3249,2.222394
3250,2.200689
3251,2.479505
3252,2.244046
3253,2.221393
3254,2.479768
3255,2.231954
3256,2.211457
3257,2.496749
3258,2.235661
3259,2.23112
3260,2.495196
3261,2.247601
3262,2.214515
3263,2.559892
3264,2.246841
3265,2.245208
3266,2.501909
3267,2.282799
3268,2.223417
3269,2.529849
3270,2.28772
3271,2.223029
3272,2.520629
3273,2.291824
3274,2.221418
3275,2.397028
3276,2.262376
3277,2.264428
3278,2.435444
3279,2.328878
3280,2.235227
3281,2.537418
3282,2.336512
3283,2.23111
3284,2.490314
3285,2.284768
3286,2.302224
3287,2.517123
3288,2.231565
3289,2.25671
3290,2.457941
3291,2.344624
3292,2.241519
3293,2.446882
3294,2.340608
3295,2.257835
3296,2.411277
3297,2.375578
3298,2.246201
3299,2.407912
3300,2.345193
3301,2.262727
3302,2.398996
3303,2.401839
3304,2.274423
3305,2.466557
3306,2.327117
3307,2.245877
3308,2.409791
3309,2.40177
3310,2.246577
3311,2.350108
3312,2.43506
3313,2.282814
3314,2.320006
3315,2.39412
3316,2.300425
3317,2.305158
3318,6.474318
3319,2.273399
3320,2.261947
3321,2.500008
3322,2.262277
3323,2.275149
3324,2.656704
3325,2.325172
3326,2.327421
3327,2.482177
3328,2.35735
3329,2.443643
3330,2.299294
3331,2.32531
3332,2.468162
3333,2.477563
3334,2.42521
3335,2.421694
3336,2.320128
3337,2.271947
3338,2.449345
3339,2.294615
3340,2.281021
3341,2.407632
3342,2.271231
3343,2.279896
3344,2.384265
3345,2.282716
3346,2.276034
3347,2.459129
3348,2.421272
3349,2.275997
3350,2.475921
3351,2.415976
3352,2.285328
3353,2.425333
3354,2.401895
3355,2.289994
3356,15.003383
3357,2.284767
3358,2.355643
3359,2.444239
3360,2.36129
3361,2.403736
3362,6.640694
3363,2.322425
3364,2.300378
3365,2.498461
3366,2.322836
3367,2.305594
3368,2.500197
3369,2.337509
3370,2.340169
3371,2.548878
3372,2.359205
3373,2.311308
3374,2.509052
3375,2.330311
3376,2.332933
3377,2.684277
3378,2.338743
3379,2.302513
3380,2.535735
3381,2.322867
3382,2.313487
3383,2.568446
3384,2.475848
3385,2.351992
3386,2.550858
3387,2.335937
3388,2.380739
3389,2.517245
3390,2.323496
3391,2.321949
3392,2.496828
3393,2.339607
3394,2.330658
3395,2.699426
3396,2.349325
3397,2.31287
3398,2.536776
3399,2.344502
3400,2.318899
3401,2.48341
3402,2.33709
3403,2.327398
3404,2.613266
3405,2.314112
3406,2.457336
3407,2.447865
3408,2.33648
3409,2.496594
3410,2.430076
3411,2.401909
3412,2.495981
3413,2.423629
3414,2.340632
3415,2.557164
3416,2.422353
3417,2.354161
3418,2.564968
3419,2.393966
3420,2.329811
3421,2.567276
3422,2.33784
3423,2.329559
3424,2.704438
3425,2.336141
3426,2.342933
3427,2.638877
3428,2.32501
3429,2.337818
3430,2.685371
3431,2.336944
3432,2.33008
3433,2.706292
3434,2.346209
3435,2.340335
3436,2.752311
3437,2.505033
3438,2.607057
3439,2.355354
3440,2.349791
3441,2.562155
3442,2.419871
3443,2.466121
3444,2.512697
3445,2.363996
3446,2.353209
3447,2.500166
3448,2.386424
3449,2.343647
3450,2.623621
3451,2.364729
3452,2.364134
3453,2.525619
3454,2.361046
3455,2.352889
3456,2.608349
3457,2.366197
3458,2.354665
3459,2.748377
3460,2.377021
3461,2.353862
3462,2.762152
3463,2.366922
3464,2.565542
3465,2.499245
3466,2.36098
3467,2.557041
3468,2.418329
3469,2.364074
3470,2.601699
3471,2.436956
3472,2.363327
3473,2.582928
3474,2.456348
3475,2.368836
3476,2.539386
3477,2.366415
3478,2.399399
3479,2.570119
3480,2.363526
3481,2.376759
3482,2.82951
3483,2.448694
3484,2.443269
3485,2.665508
3486,2.467342
3487,2.633661
3488,2.371611
3489,2.396327
3490,2.580566
3491,2.360451
3492,2.377009
3493,2.580421
3494,2.420261
3495,2.383735
3496,2.725493
3497,2.438954
3498,2.373631
3499,2.689537
3500,2.476717
3501,2.441803
3502,2.683906
3503,2.47095
3504,2.454837
3505,2.663201
3506,2.475423
3507,2.606552
3508,2.577511
3509,2.457196
3510,2.622128
3511,2.479506
3512,2.456145
3513,2.663759
3514,2.500237
3515,2.461375
3516,2.748082
3517,2.4273
3518,2.405004
3519,2.683445
3520,2.402345
3521,2.402728
3522,2.718658
3523,2.472969
3524,2.678154
3525,2.522929
3526,2.416111
3527,2.617049
3528,2.478802
3529,2.394983
3530,2.675127
3531,2.408292
3532,2.435758
3533,2.738143
3534,2.403759
3535,2.409292
3536,2.544027
3537,2.395474
3538,2.421188
3539,2.829101
3540,2.408528
3541,2.725278
3542,2.484951
3543,2.431757
3544,2.771559
3545,2.441693
3546,2.428428
3547,2.679544
3548,2.410596
3549,2.415133
3550,2.71326
3551,2.419384
3552,2.41474
3553,2.650986
3554,2.497477
3555,2.674967
3556,2.441025
3557,2.434829
3558,2.774125
3559,2.512609
3560,2.460559
3561,2.717018
3562,2.41932
3563,2.424891
3564,2.577656
3565,2.449798
3566,2.437621
3567,2.773637
3568,2.445626
3569,2.736404
3570,2.448523
3571,2.44477
3572,2.595805
3573,2.437919
3574,2.433939
3575,2.592251
3576,2.447267
3577,2.442558
3578,2.723096
3579,2.455329
3580,2.438054
3581,2.630881
3582,2.476268
3583,2.667443
3584,2.565317
3585,2.450522
3586,2.759773
3587,2.507481
3588,2.44769
3589,2.743609
3590,2.484025
3591,2.452285
3592,2.588837
3593,2.464718
3594,2.688092
3595,2.494004
3596,2.511151
3597,2.665191
3598,2.46083
3599,2.449867
3600,2.599129
3601,2.485545
3602,2.542471
3603,2.776529
3604,2.574385
3605,2.567203
3606,2.818868
3607,2.47145
3608,2.673811
3609,2.623051
3610,2.509137
3611,2.612319
3612,2.630076
3613,2.631352
3614,2.743459
3615,2.576209
3616,2.590505
3617,2.667074
3618,2.479022
3619,2.676752
3620,2.452747
3621,2.478392
3622,2.675589
